created_at,"field1(Temperature ºC )",field2(Humidity),field3(Voltage),"field4(WIFI RSSI)","field5(GSM RSSI)",field6(Light),"field7(RS485 Temperature ºC )","field8(RS485 Humidity)","field9(Presión atmosférica)","field10(RS485 Soil Moisture)","field11(External Light)","field12(PT100 Temperature ºC )","field13(Wind Speed)","field14(Carbon Dioxide)","field15(RS485 Atmospheric Pressure)",status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-03-20T00:11:38-05:00,21.3149,72.9259,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T00:11:54-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T00:11:59-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T01:11:38-05:00,21.0452,73.5988,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T01:11:55-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T01:12:00-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T02:11:38-05:00,20.877,73.7591,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T02:11:55-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T02:12:00-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T02:50:03-05:00,,,,-75,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T03:11:40-05:00,20.7355,74.2351,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T03:11:55-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T03:12:01-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T04:11:40-05:00,20.5779,74.5907,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T04:11:56-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T04:12:01-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T05:11:40-05:00,20.3964,74.9859,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T05:11:57-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T05:12:02-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T05:50:04-05:00,,,,-72,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T06:11:40-05:00,20.2281,75.2926,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T06:11:56-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T06:12:01-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T07:11:40-05:00,20.1293,75.4955,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T07:11:56-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T07:12:02-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T08:11:40-05:00,20.5779,74.6105,,,,52.35,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T08:11:56-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T08:12:01-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T08:50:06-05:00,,,,-73,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T09:11:40-05:00,23.2776,68.6076,,,,50.7,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T09:11:56-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T09:12:02-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T10:11:40-05:00,24.5674,64.036,,,,50.7,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T10:11:56-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T10:12:02-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T11:11:40-05:00,25.2029,64.3,,,,45,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T11:11:56-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T11:12:02-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T11:50:04-05:00,,,,-74,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T12:11:40-05:00,25.3018,63.888,,,,0.15,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T12:11:56-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T12:12:01-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T13:11:42-05:00,24.6502,65.7801,,,,0.3,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T13:11:56-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T13:12:01-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T14:11:42-05:00,24.749,65.7557,,,,0.15,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T14:11:57-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T14:12:02-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T14:50:16-05:00,,,,,,,,,,,,,,,,,,,,,,A9973XDGS1A,502,,
2025-03-20T14:50:17-05:00,,,,,,,,,,,,,,,,,,,,,,A9973XDGS1A,507,,
2025-03-20T15:11:42-05:00,24.3378,67.1199,,,,0.15,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T15:11:58-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T15:12:03-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T16:11:43-05:00,24.1268,67.9225,,,,0.15,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T16:11:58-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T16:12:03-05:00,,,,,,,,,101.5,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T17:11:43-05:00,24.2122,69.5384,,,,50.4,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T17:11:59-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T17:12:04-05:00,,,,,,,,,101.5,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T17:50:19-05:00,,,,,,,,,,,,,,,,,,,,,,A9973XDGS1A,507,,
2025-03-20T18:11:44-05:00,23.7316,68.7541,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T18:11:59-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T18:12:04-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T19:11:45-05:00,23.1094,70.1411,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T19:11:59-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T19:12:04-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T20:11:46-05:00,22.6982,71.1131,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T20:11:59-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T20:12:04-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T20:50:19-05:00,,,,,,,,,,,,,,,,,,,,,,A9973XDGS1A,502,,
2025-03-20T20:50:20-05:00,,,,,,,,,,,,,,,,,,,,,,A9973XDGS1A,507,,
2025-03-20T21:11:46-05:00,22.3484,71.8227,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T21:11:59-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T21:12:05-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T22:11:46-05:00,21.8517,72.9519,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T22:11:59-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T22:12:05-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T23:11:46-05:00,21.4992,73.6858,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T23:12:00-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T23:12:05-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-20T23:50:05-05:00,,,,,,,,,,,,,,,,,,,,"4c:ed:fb:7a:6b:e0,-65;4c:f9:5d:36:93:79,-66;04:d4:c4:36:81:c8,-66;98:35:ed:95:5a:e4,-67;4c:f9:5d:2f:7e:6e,-69",,A9973XDGS1A,,,
2025-03-20T23:50:09-05:00,,,,-71,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T00:11:46-05:00,21.2322,74.3526,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T00:12:00-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T00:12:06-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T01:11:46-05:00,21.0613,74.6868,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T01:12:01-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T01:12:06-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T02:11:46-05:00,20.9625,74.789,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T02:12:00-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T02:12:06-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T02:50:11-05:00,,,,-75,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T03:11:46-05:00,20.7221,75.1705,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T03:12:01-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T03:12:06-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T04:11:47-05:00,20.3536,75.9304,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T04:12:00-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T04:12:05-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T05:11:47-05:00,20.2548,76.2905,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T05:12:01-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T05:12:06-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T05:50:16-05:00,,,,-75,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T06:11:47-05:00,20.0278,76.6354,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T06:12:01-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T06:12:07-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T07:11:47-05:00,20.0599,76.6522,,,,0.9,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T07:12:02-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T07:12:07-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T08:11:47-05:00,23.2643,68.5954,,,,1.2,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T08:12:02-05:00,,,3.7185,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T08:12:07-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T08:50:16-05:00,,,,-65,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T09:11:47-05:00,25.1308,63.5126,,,,51.75,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T09:12:02-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T09:12:08-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T10:11:48-05:00,25.0614,64.1962,,,,55.05,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T10:12:02-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T10:12:07-05:00,,,,,,,,,101.9,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T11:11:49-05:00,24.0146,67.1488,,,,52.5,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T11:12:02-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T11:12:07-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T11:50:08-05:00,,,,-68,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T12:11:49-05:00,24.749,66.4103,,,,0.75,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T12:12:03-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T12:12:08-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T13:11:50-05:00,25.2029,65.1484,,,,52.35,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T13:12:03-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T13:12:08-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T14:11:50-05:00,25.3712,62.7848,,,,52.95,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T14:12:03-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T14:12:09-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T14:50:20-05:00,,,,,,,,,,,,,,,,,,,,,,A9973XDGS1A,507,,
2025-03-21T15:11:51-05:00,25.1869,63.9948,,,,54.9,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T15:12:03-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T15:12:08-05:00,,,,,,,,,101.5,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T16:11:51-05:00,24.9039,65.2293,,,,0.3,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T16:12:03-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T16:12:08-05:00,,,,,,,,,101.5,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T17:11:51-05:00,24.8611,65.2308,,,,0.15,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T17:12:03-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T17:12:09-05:00,,,,,,,,,101.5,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T17:50:07-05:00,,,,,,,,,,,,,,,,,,,,"4c:ed:fb:7a:6b:e0,-68;04:d4:c4:36:81:c8,-70;18:de:d7:aa:92:49,-72;4c:f9:5d:36:93:79,-73;18:de:d7:b1:f0:c8,-75",,A9973XDGS1A,,,
2025-03-21T17:50:12-05:00,,,,-67,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T18:11:52-05:00,24.3378,66.4668,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T18:12:03-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T18:12:08-05:00,,,,,,,,,101.5,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T19:11:52-05:00,23.534,69.0166,,,,52.8,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T19:12:04-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T19:12:09-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T20:11:53-05:00,22.9278,70.193,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T20:12:04-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T20:12:09-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T20:50:07-05:00,,,,-65,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T21:11:54-05:00,22.3911,71.3878,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T21:12:04-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T21:12:09-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T22:11:54-05:00,21.9371,72.4544,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T22:12:05-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T22:12:10-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T23:11:54-05:00,21.5686,73.2372,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T23:12:05-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T23:12:11-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-21T23:50:10-05:00,,,,-65,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T00:11:55-05:00,21.3016,73.8186,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T00:12:05-05:00,,,3.7111,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T00:12:10-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T01:11:55-05:00,21.0185,74.3221,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T01:12:05-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T01:12:11-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T02:11:55-05:00,20.7515,74.9813,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T02:12:05-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T02:12:11-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T02:50:08-05:00,,,,-66,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T03:11:56-05:00,20.594,75.3445,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T03:12:05-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T03:12:11-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T04:11:56-05:00,20.4257,75.6924,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T04:12:06-05:00,,,3.7111,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T04:12:11-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T05:11:57-05:00,20.2709,76.08,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T05:12:06-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T05:12:11-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T05:50:09-05:00,,,,-69,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T06:11:57-05:00,20.0145,76.466,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T06:12:07-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T06:12:12-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T07:11:57-05:00,20.0011,76.4843,,,,0.15,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T07:12:08-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T07:12:13-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T08:11:57-05:00,20.9625,74.6914,,,,0.9,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T08:12:09-05:00,,,3.7111,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T08:12:14-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T08:50:08-05:00,,,,-67,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T09:11:57-05:00,22.5032,70.6355,,,,53.1,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T09:12:09-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T09:12:14-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T10:11:58-05:00,24.3671,66.0456,,,,0.6,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T10:12:09-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T10:12:14-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T11:11:58-05:00,24.2122,66.6896,,,,0.45,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T11:12:09-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T11:12:15-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T11:50:09-05:00,,,,-63,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T12:11:59-05:00,24.1428,67.2725,,,,0.45,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T12:12:09-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T12:12:14-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T13:11:59-05:00,24.8051,66.4424,,,,0.75,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T13:12:10-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T13:12:15-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T14:11:59-05:00,25.2857,65.0462,,,,0.3,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T14:12:11-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T14:12:16-05:00,,,,,,,,,101.5,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T14:50:09-05:00,,,,-70,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T15:12:00-05:00,24.9039,65.8946,,,,0.15,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T15:12:11-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T15:12:16-05:00,,,,,,,,,101.5,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T16:12:01-05:00,24.4366,67.1305,,,,0.15,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T16:12:11-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T16:12:16-05:00,,,,,,,,,101.4,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T17:12:01-05:00,24.1989,67.7943,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T17:12:11-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T17:12:16-05:00,,,,,,,,,101.4,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T17:50:09-05:00,,,,-67,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T18:12:03-05:00,23.5073,69.3462,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T18:12:11-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T18:12:17-05:00,,,,,,,,,101.5,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T19:12:04-05:00,22.7836,70.9102,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T19:12:11-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T19:12:16-05:00,,,,,,,,,101.6,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T20:12:05-05:00,22.319,72.079,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T20:12:11-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T20:12:16-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T20:50:09-05:00,,,,-67,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T21:12:06-05:00,21.8944,73.0495,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T21:12:11-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T21:12:16-05:00,,,,,,,,,101.7,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T22:12:07-05:00,21.4271,73.8491,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T22:12:11-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T22:12:16-05:00,,,,,,,,,101.8,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T23:12:07-05:00,21.0746,74.6975,,,,0,,,,,,,,,,,,,,,,A9973XDGS1A,,,
2025-03-22T23:12:11-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,A9973XDGS1A,,,
