created_at,"field1(Temperatura ºC )",field2(Humedad),field3(Voltage),"field4(WIFI RSSI)",field5,field6,field7,field8,field9,field10,field11,field12,field13,field14,field15,status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-03-20T00:07:23-05:00,20.1106,57.6394,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T00:07:27-05:00,,,,-42,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T00:32:01-05:00,,,3.663,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T01:07:24-05:00,19.8676,58.999,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T01:07:28-05:00,,,,-49,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T01:32:01-05:00,,,3.663,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T02:07:24-05:00,19.9237,57.731,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T02:07:29-05:00,,,,-49,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T02:32:01-05:00,,,3.6667,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T03:07:24-05:00,19.6139,57.7676,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T03:07:28-05:00,,,,-61,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T03:32:01-05:00,,,3.663,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T04:07:24-05:00,19.8249,57.3327,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T04:07:27-05:00,,,,-64,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T04:32:02-05:00,,,3.663,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T05:07:24-05:00,20.1534,58.0392,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T05:07:27-05:00,,,,-62,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T05:32:03-05:00,,,3.663,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T06:07:23-05:00,20.0946,57.3114,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T06:07:29-05:00,,,,-57,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T06:32:03-05:00,,,3.663,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T07:07:24-05:00,19.9531,55.9564,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T07:07:38-05:00,,,,-58,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T07:32:03-05:00,,,3.663,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T08:07:24-05:00,20.0946,56.5927,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T08:07:37-05:00,,,,-54,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T08:32:03-05:00,,,3.663,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T09:07:24-05:00,21.1547,56.0983,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T09:07:29-05:00,,,,-57,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T09:32:03-05:00,,,3.663,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T10:07:24-05:00,21.339,56.0204,,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
2025-03-20T10:32:03-05:00,,,3.663,,,,,,,,,,,,,,,,,,,MEF9P0CGS1A,,,
