created_at,"field1(Temperatura ºC )",field2(Humedad),field3(Voltage),"field4(WIFI RSSI)","field5(GSM RSSI)",field6(Light),"field7(RS485 Temperature ºC )","field8(RS485 Humidity)","field9(Presión atmosférica)","field10(tem 485 ºC )","field11(External Light)","field12(PT100 Temperature ºC )","field13(Wind Speed)","field14(Carbon Dioxide)","field15(RS485 Atmospheric Pressure)",status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-04-26T22:19:55-05:00,24.8291,51.0155,3.8184,,,63.3,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-26T22:19:59-05:00,,,,,,,,,102,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-26T22:20:10-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,502,,
2025-04-26T22:20:11-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,507,,
2025-04-26T23:19:56-05:00,24.4472,45.5329,3.8184,,,61.65,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-26T23:20:00-05:00,,,,,,,,,102,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-26T23:20:13-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,502,,
2025-04-26T23:20:14-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,507,,
2025-04-27T00:19:56-05:00,24.1669,45.1881,3.8184,,,63.15,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T00:19:59-05:00,,,,,,,,,,,,,,,,,,,,"88:66:39:5d:00:cf,-31;68:e2:09:8b:90:74,-34;c8:1f:be:af:85:9d,-39;c8:1f:be:be:a8:17,-44;50:1d:94:a1:bb:2c,-55",,VR032M0GS1A,,,
2025-04-27T00:20:01-05:00,,,,,,,,,102,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T00:20:03-05:00,,,,-43,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T01:19:56-05:00,24.012,45.1667,3.8147,,,56.85,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T01:20:01-05:00,,,,-34,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T02:19:56-05:00,23.8705,45.2995,3.8184,,,57,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T02:20:00-05:00,,,,-43,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T02:20:01-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T03:19:56-05:00,24.2096,54.9218,3.8184,,,56.25,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T03:19:59-05:00,,,,-41,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T03:20:01-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T04:19:57-05:00,24.1962,57.2015,3.8184,,,56.55,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T04:20:01-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T04:20:04-05:00,,,,-50,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T05:19:57-05:00,24.1108,53.2586,3.8184,,,56.55,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T05:20:00-05:00,,,,-48,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T05:20:01-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T06:19:58-05:00,24.0253,49.5888,3.8184,,,57,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T06:20:00-05:00,,,,-37,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T06:20:02-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T07:19:58-05:00,23.9426,49.7612,3.8184,,,64.5,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T07:20:02-05:00,,,,-40,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T08:19:59-05:00,24.3645,60.56,3.8184,,,64.35,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T08:20:02-05:00,,,,-36,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T08:20:03-05:00,,,,,,,,,102,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T09:19:59-05:00,25.1709,55.3155,3.8147,,,64.95,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T09:20:03-05:00,,,,,,,,,102,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T09:20:04-05:00,,,,-37,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T10:20:00-05:00,25.8465,52.8985,3.8147,,,65.25,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T10:20:03-05:00,,,,-40,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T10:20:04-05:00,,,,,,,,,102,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T11:20:00-05:00,26.4393,50.7225,3.8147,,,62.85,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T11:20:04-05:00,,,,-40,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T12:20:00-05:00,26.5248,50.7332,3.8147,,,63.15,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T12:20:03-05:00,,,,-43,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T12:20:04-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T13:20:00-05:00,25.988,45.7984,3.8147,,,64.2,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T13:20:05-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T13:20:16-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,507,,
2025-04-27T14:20:01-05:00,25.3819,48.5588,3.8147,,,64.35,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T14:20:03-05:00,,,,,,,,,,,,,,,,,,,,"88:66:39:5d:00:cf,-29;68:e2:09:8b:90:74,-31;c8:1f:be:af:85:9d,-38;50:1d:94:a1:bb:2c,-43;c8:1f:be:be:a8:17,-51",,VR032M0GS1A,,,
2025-04-27T14:20:05-05:00,,,,,,,,,101.6,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T14:20:07-05:00,,,,-36,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T15:20:02-05:00,25.0854,47.5105,3.8147,,,63.15,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T15:20:04-05:00,,,,-35,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T15:20:06-05:00,,,,,,,,,101.6,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T16:20:01-05:00,25.016,54.1756,3.8184,,,63.9,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T16:20:04-05:00,,,,-33,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T16:20:06-05:00,,,,,,,,,101.6,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T17:20:01-05:00,24.9573,54.4671,3.8147,,,63.45,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T17:20:03-05:00,,,,-34,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T17:20:05-05:00,,,,,,,,,101.6,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T18:20:01-05:00,25.0721,61.5045,3.8147,,,63.3,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T18:20:04-05:00,,,,-41,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T18:20:05-05:00,,,,,,,,,101.7,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T19:20:02-05:00,24.8878,54.6044,3.8147,,,63.3,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T19:20:06-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T19:20:07-05:00,,,,-48,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T20:20:03-05:00,24.8878,55.0301,3.8147,,,63.9,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T20:20:07-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T20:20:10-05:00,,,,-32,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T21:20:03-05:00,24.8158,57.3617,3.8147,,,64.35,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T21:20:06-05:00,,,,-42,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T21:20:08-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T22:20:04-05:00,24.8585,59.7925,3.8147,,,62.85,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T22:20:08-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T22:20:09-05:00,,,,-41,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T23:20:05-05:00,25.4379,56.82,3.8184,,,62.25,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T23:20:09-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-27T23:20:10-05:00,,,,-43,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T00:20:05-05:00,24.8158,49.163,3.8147,,,62.85,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T00:20:09-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T00:20:10-05:00,,,,-41,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T01:20:05-05:00,24.5354,46.5217,3.8147,,,62.4,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T01:20:08-05:00,,,,-34,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T01:20:10-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T02:20:05-05:00,24.4472,48.7312,3.8147,,,63.45,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T02:20:08-05:00,,,,-41,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T02:20:09-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T03:20:05-05:00,24.1802,48.0232,3.8147,,,62.4,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T03:20:08-05:00,,,,-39,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T03:20:09-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T04:20:06-05:00,24.2657,51.986,3.8147,,,62.4,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T04:20:10-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T04:20:11-05:00,,,,-43,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T05:20:06-05:00,24.4205,53.9818,3.8147,,,56.85,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T05:20:10-05:00,,,,-47,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T05:20:11-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T06:20:06-05:00,24.3778,57.3114,3.811,,,49.65,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T06:20:09-05:00,,,,-35,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T06:20:11-05:00,,,,,,,,,102,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T07:20:06-05:00,24.6208,56.5148,3.8147,,,64.65,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T07:20:09-05:00,,,,-36,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T07:20:10-05:00,,,,,,,,,102.1,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T08:20:06-05:00,24.7597,49.6284,3.8147,,,64.2,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T08:20:08-05:00,,,,-33,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T08:20:10-05:00,,,,,,,,,102.1,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T09:20:07-05:00,24.6475,48.6076,3.8147,,,63.45,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T09:20:09-05:00,,,,-32,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T09:20:11-05:00,,,,,,,,,102.2,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T10:20:08-05:00,24.6342,52.1782,3.8147,,,63.9,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T10:20:10-05:00,,,,-39,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T10:20:12-05:00,,,,,,,,,102.2,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T11:20:08-05:00,24.7036,54.2657,3.8147,,,64.65,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T11:20:11-05:00,,,,-35,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T11:20:13-05:00,,,,,,,,,102.1,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T12:20:08-05:00,24.6609,50.1228,3.8147,,,64.2,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T12:20:11-05:00,,,,-38,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T12:20:12-05:00,,,,,,,,,102,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T13:20:09-05:00,24.5487,50.4662,3.8147,,,64.2,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T13:20:13-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T13:20:24-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,507,,
2025-04-28T14:20:09-05:00,24.5781,51.2398,3.8147,,,64.65,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T14:20:12-05:00,,,,,,,,,,,,,,,,,,,,"88:66:39:5d:00:cf,-34;c8:1f:be:be:a8:17,-37;c8:1f:be:af:85:9d,-40;68:e2:09:8b:90:74,-41;50:1d:94:a1:bb:2c,-46",,VR032M0GS1A,,,
2025-04-28T14:20:13-05:00,,,,-36,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T14:20:14-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T15:20:09-05:00,24.522,57.2915,3.8147,,,65.1,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T15:20:13-05:00,,,,-34,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T15:20:14-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T16:20:09-05:00,24.6609,52.5368,3.8147,,,64.8,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T16:20:11-05:00,,,,-33,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T16:20:14-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T17:20:10-05:00,24.5354,55.0668,3.8147,,,63.45,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T17:20:13-05:00,,,,-37,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T17:20:14-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T18:20:11-05:00,24.522,52.1019,3.811,,,64.35,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T18:20:14-05:00,,,,-35,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T18:20:15-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T19:20:10-05:00,24.5487,60.679,3.811,,,64.2,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T19:20:13-05:00,,,,-32,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T19:20:14-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T20:20:10-05:00,24.506,47.2358,3.811,,,61.35,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T20:20:13-05:00,,,,-34,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T20:20:14-05:00,,,,,,,,,102,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T21:20:10-05:00,24.3084,44.8585,3.8147,,,63.9,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T21:20:14-05:00,,,,,,,,,102,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T21:20:25-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,502,,
2025-04-28T21:20:26-05:00,,,,,,,,,,,,,,,,,,,,,,VR032M0GS1A,507,,
2025-04-28T22:20:11-05:00,24.2924,58.7533,3.811,,,62.1,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T22:20:13-05:00,,,,,,,,,,,,,,,,,,,,"88:66:39:5d:00:cf,-33;c8:1f:be:af:85:9d,-36;c8:1f:be:be:a8:17,-39;50:1d:94:a1:bb:2c,-44;68:e2:09:8b:90:74,-45",,VR032M0GS1A,,,
2025-04-28T22:20:15-05:00,,,,,,,,,102,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T22:20:16-05:00,,,,-40,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T23:20:11-05:00,24.0253,47.6326,3.811,,,63.3,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-28T23:20:15-05:00,,,,-38,,,,,102,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T00:20:11-05:00,24.0253,55.4665,3.811,,,61.8,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T00:20:15-05:00,,,,,,,,,102,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T00:20:22-05:00,,,,-42,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T01:20:11-05:00,24.6208,54.8852,3.811,,,63,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T01:20:15-05:00,,,,-37,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T01:20:16-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T02:20:11-05:00,25.0294,53.2494,3.811,,,56.1,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T02:20:16-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T02:20:18-05:00,,,,-38,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T03:20:11-05:00,24.2363,42.7909,3.811,,,56.25,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T03:20:14-05:00,,,,-34,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T03:20:15-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T04:20:12-05:00,24.0974,55.787,3.811,,,56.25,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T04:20:15-05:00,,,,-36,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T04:20:16-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T05:20:11-05:00,24.3912,54.197,3.811,,,56.4,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T05:20:15-05:00,,,,-37,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T05:20:16-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T06:20:11-05:00,24.5487,53.4051,3.811,,,63.9,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T06:20:14-05:00,,,,-34,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T06:20:15-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T07:20:11-05:00,24.5487,45.0233,3.811,,,63.6,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T07:20:15-05:00,,,,-40,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T08:20:11-05:00,24.3511,50.2419,3.811,,,63.75,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T08:20:14-05:00,,,,-31,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T08:20:15-05:00,,,,,,,,,102,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T09:20:11-05:00,24.2924,48.0262,3.811,,,63.9,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T09:20:15-05:00,,,,-34,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T09:20:16-05:00,,,,,,,,,102,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T10:20:11-05:00,24.2924,48.9693,3.811,,,63.6,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T10:20:15-05:00,,,,-38,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T10:20:16-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T11:20:12-05:00,25.0587,56.7697,3.811,,,64.2,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T11:20:15-05:00,,,,-45,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T11:20:16-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T12:20:12-05:00,24.9706,50.8736,3.811,,,63.15,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T12:20:15-05:00,,,,-48,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T12:20:16-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T13:20:12-05:00,24.8718,49.9168,3.811,,,62.4,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T13:20:16-05:00,,,,-42,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T13:20:17-05:00,,,,,,,,,101.7,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T14:20:13-05:00,24.6342,48.2597,3.811,,,62.85,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T14:20:17-05:00,,,,-46,,,,,101.7,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T15:20:14-05:00,24.6048,49.9046,3.811,,,62.7,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T15:20:17-05:00,,,,-49,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T15:20:18-05:00,,,,,,,,,101.6,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T16:20:14-05:00,24.6342,47.8996,3.811,,,64.05,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T16:20:18-05:00,,,,-57,,,,,101.6,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T17:20:14-05:00,24.522,48.5771,3.811,,,63.6,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T17:20:17-05:00,,,,-47,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T17:20:18-05:00,,,,,,,,,101.6,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T18:20:15-05:00,24.506,47.66,3.811,,,64.5,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T18:20:18-05:00,,,,-41,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T18:20:19-05:00,,,,,,,,,101.7,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T19:20:15-05:00,24.3351,47.8111,3.811,,,64.8,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T19:20:20-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T19:20:21-05:00,,,,-46,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T20:20:15-05:00,24.3084,48.0552,3.811,,,64.8,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T20:20:19-05:00,,,,-45,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T20:20:20-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T21:20:15-05:00,24.3351,49.1112,3.8073,,,64.35,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T21:20:20-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T21:20:21-05:00,,,,-49,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T22:20:15-05:00,24.506,62.2583,3.811,,,64.2,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T22:20:19-05:00,,,,-45,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T23:20:15-05:00,25.0587,58.5412,3.811,,,64.05,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T23:20:19-05:00,,,,-51,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-29T23:20:20-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-30T00:20:15-05:00,25.5795,51.6945,3.811,,,64.8,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-30T00:20:18-05:00,,,,-45,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-30T00:20:19-05:00,,,,,,,,,101.9,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-30T01:20:15-05:00,24.7597,46.067,3.811,,,63.6,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-30T01:20:20-05:00,,,,-51,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-30T02:20:15-05:00,24.3912,45.7237,3.811,,,56.4,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-30T02:20:19-05:00,,,,-38,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-30T02:20:20-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-30T03:20:15-05:00,24.1241,45.5283,3.811,,,48.15,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-30T03:20:19-05:00,,,,-46,,,,,,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-30T03:20:20-05:00,,,,,,,,,101.8,,,,,,,,,,,,,VR032M0GS1A,,,
2025-04-30T04:20:16-05:00,24.5354,61.3947,3.811,,,55.2,,,,,,,,,,,,,,,,VR032M0GS1A,,,
