created_at,"field1(Temperature ºC )",field2(Humidity),field3(Voltage),"field4(WIFI RSSI)","field5(GSM RSSI)",field6(Light),"field7(RS485 Temperature ºC )","field8(RS485 Humidity)","field9(RS485 Soil Temperature ºC )","field10(RS485 Soil Moisture)","field11(External Light)","field12(PT100 Temperature ºC )","field13(Wind Speed)","field14(Carbon Dioxide)","field15(RS485 Atmospheric Pressure)",status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-08-05T14:58:48-05:00,,,3.5483,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T15:29:50-05:00,22.8744,38.5382,,,,88.8,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T15:30:06-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-08-05T15:58:48-05:00,,,3.5483,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T16:29:51-05:00,22.9572,39.324,,,,90,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T16:29:54-05:00,,,,,,,,,,,,,,,,,,,,"40:b0:76:af:27:20,-53;40:b0:76:af:1c:88,-57;56:94:5d:b7:9c:04,-58;56:13:79:21:af:c7,-59;d4:5d:64:ea:85:20,-70",,S6A3BF4GS1A,,,
2025-08-05T16:30:06-05:00,,,,-71,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T16:58:48-05:00,,,3.5483,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T17:29:51-05:00,22.9866,40.3967,,,,89.85,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T17:29:57-05:00,,,,-82,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T17:58:48-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T18:29:52-05:00,23.056,45.2033,,,,87.9,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T18:29:56-05:00,,,,-75,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T18:58:48-05:00,,,3.5483,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T19:29:52-05:00,23.1815,44.6906,,,,89.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T19:30:03-05:00,,,,-77,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T19:58:48-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T20:29:52-05:00,22.9866,42.974,,,,89.25,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T20:29:55-05:00,,,,-72,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T20:58:48-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T21:29:53-05:00,22.9866,43.5187,,,,90.3,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T21:30:08-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-08-05T21:58:48-05:00,,,3.5483,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T22:29:53-05:00,22.8183,44.4968,,,,90.75,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T22:29:56-05:00,,,,,,,,,,,,,,,,,,,,"40:b0:76:af:27:20,-49;40:b0:76:af:1c:88,-51;56:13:79:21:af:c7,-53;d4:5d:64:ea:85:20,-56;be:9b:01:8f:18:54,-68",,S6A3BF4GS1A,,,
2025-08-05T22:30:09-05:00,,,,-58,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T22:58:49-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T23:29:53-05:00,22.6875,43.5721,,,,90.3,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T23:29:56-05:00,,,,-43,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-05T23:58:49-05:00,,,3.5483,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T00:29:54-05:00,22.5059,44.1276,,,,90.3,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T00:30:02-05:00,,,,-58,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T00:58:49-05:00,,,3.5483,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T01:29:55-05:00,22.295,42.7619,,,,80.1,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T01:29:59-05:00,,,,-59,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T01:58:49-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T02:29:55-05:00,22.1107,42.6886,,,,80.55,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T02:30:08-05:00,,,,-63,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T02:58:49-05:00,,,3.5483,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T03:29:55-05:00,21.9425,42.9175,,,,79.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T03:30:03-05:00,,,,-60,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T03:58:50-05:00,,,3.5483,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T04:29:55-05:00,21.8009,44.3107,,,,80.4,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T04:30:00-05:00,,,,-59,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T04:58:50-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T05:29:55-05:00,21.9425,56.2753,,,,79.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T05:30:09-05:00,,,,-82,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T05:58:50-05:00,,,3.5483,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T06:29:55-05:00,22.0119,51.2505,,,,89.85,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T06:30:07-05:00,,,,-50,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T06:58:51-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T07:29:56-05:00,21.9291,46.4027,,,,90.75,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T07:30:05-05:00,,,,-74,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T07:58:51-05:00,,,3.5483,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T08:29:56-05:00,21.9291,47.3091,,,,89.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T08:30:09-05:00,,,,-72,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T08:30:19-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-08-06T08:58:52-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T09:29:56-05:00,21.9718,47.6707,,,,87.3,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T09:30:01-05:00,,,,-64,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T09:58:52-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T10:29:57-05:00,22.0974,45.774,,,,90,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T10:30:12-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,502,,
2025-08-06T10:30:14-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-08-06T10:58:52-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T11:29:57-05:00,22.311,47.4098,,,,90.6,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T11:30:00-05:00,,,,,,,,,,,,,,,,,,,,"40:b0:76:af:27:20,-45;40:b0:76:af:1c:88,-52;56:13:79:21:af:c7,-53;d4:5d:64:ea:85:20,-60;9e:43:7d:39:9b:aa,-62",,S6A3BF4GS1A,,,
2025-08-06T11:30:03-05:00,,,,-62,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T11:58:52-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T12:29:58-05:00,22.4365,48.5573,,,,90.75,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T12:30:02-05:00,,,,-47,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T12:58:52-05:00,,,3.5483,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T13:29:58-05:00,22.5486,48.9296,,,,89.4,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T13:30:03-05:00,,,,-69,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T13:58:53-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T14:29:59-05:00,22.6741,49.2439,,,,89.1,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T14:30:02-05:00,,,,-52,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T14:58:54-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T15:30:00-05:00,22.7997,51.3787,,,,88.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T15:30:05-05:00,,,,-49,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T15:58:54-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T16:30:00-05:00,22.8744,52.784,,,,88.5,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T16:30:08-05:00,,,,-63,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T16:58:54-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T17:30:00-05:00,23.0133,49.2271,,,,87.75,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T17:30:15-05:00,,,,-74,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T17:58:55-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T18:30:00-05:00,23.0133,52.2011,,,,88.35,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T18:30:02-05:00,,,,-75,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T18:58:55-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T19:30:01-05:00,23.056,52.0241,,,,89.4,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T19:30:09-05:00,,,,-60,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T19:58:55-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T20:30:01-05:00,22.8584,50.7591,,,,89.85,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T20:30:07-05:00,,,,-63,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T20:58:55-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T21:30:01-05:00,22.5753,47.2724,,,,90.6,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T21:30:06-05:00,,,,-77,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T21:58:56-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T22:30:01-05:00,22.4071,46.9917,,,,90.45,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T22:30:06-05:00,,,,-65,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T22:58:56-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T23:30:01-05:00,22.1801,45.7343,,,,90.6,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T23:30:05-05:00,,,,-54,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-06T23:58:57-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T00:30:02-05:00,22.084,47.3442,,,,90,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T00:30:08-05:00,,,,-75,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T00:30:15-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-08-07T00:58:56-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T01:30:02-05:00,22.1107,50.1961,,,,89.1,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T01:30:06-05:00,,,,-73,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T01:30:16-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,503,,
2025-08-07T01:30:18-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-08-07T01:58:57-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T02:30:02-05:00,21.9291,47.0649,,,,89.55,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T02:30:05-05:00,,,,-72,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T02:30:21-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-08-07T02:58:57-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T03:30:02-05:00,21.817,50.0191,,,,11.85,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T03:30:18-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,502,,
2025-08-07T03:30:19-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-08-07T03:58:57-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T04:30:03-05:00,21.59,45.2308,,,,12.3,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T04:30:05-05:00,,,,,,,,,,,,,,,,,,,,"90:73:5a:ce:8e:e8,-48;40:b0:76:af:27:20,-50;d4:5d:64:ea:85:20,-53;56:13:79:21:af:c7,-54;40:b0:76:af:1c:88,-59",,S6A3BF4GS1A,,,
2025-08-07T04:30:11-05:00,,,,-57,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T04:58:58-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T05:30:04-05:00,21.5179,47.1946,,,,12.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T05:30:07-05:00,,,,-52,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T05:58:59-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T06:30:04-05:00,21.3657,47.4693,,,,12.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T06:30:09-05:00,,,,-57,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T06:59:00-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T07:30:05-05:00,21.4618,54.2473,,,,88.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T07:30:09-05:00,,,,-63,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T07:59:01-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T08:30:06-05:00,21.574,53.8003,,,,89.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T08:30:09-05:00,,,,-60,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T08:59:01-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T09:30:06-05:00,21.7021,54.5464,,,,91.05,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T09:30:10-05:00,,,,-60,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T09:59:01-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T10:30:07-05:00,21.8997,51.841,,,,91.5,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T10:30:10-05:00,,,,-61,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T10:59:01-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T11:30:07-05:00,22.0413,50.4448,,,,90,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T11:30:11-05:00,,,,-59,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T11:59:01-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T12:30:07-05:00,21.9986,52.3339,,,,89.85,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T12:30:12-05:00,,,,-55,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T12:59:01-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T13:30:07-05:00,22.0546,50.5943,,,,90.6,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T13:30:13-05:00,,,,-56,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T13:59:01-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T14:30:08-05:00,22.311,52.961,,,,90,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T14:30:14-05:00,,,,-61,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T14:59:01-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T15:30:08-05:00,22.3804,54.8241,,,,90.45,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T15:30:21-05:00,,,,-61,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T15:59:02-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T16:30:08-05:00,22.4365,56.8338,,,,90.3,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T16:30:15-05:00,,,,-71,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T16:59:02-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T17:30:08-05:00,22.4498,56.199,,,,90.9,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T17:30:12-05:00,,,,-61,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T17:59:02-05:00,,,3.5409,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T18:30:08-05:00,22.3671,55.5703,,,,89.1,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T18:30:17-05:00,,,,-55,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T18:59:02-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T19:30:08-05:00,22.3377,58.7747,,,,88.65,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T19:30:11-05:00,,,,-58,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T19:59:02-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T20:30:08-05:00,22.068,55.5474,,,,89.85,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T20:30:11-05:00,,,,-58,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T20:59:03-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T21:30:09-05:00,21.9558,55.5489,,,,89.25,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T21:30:24-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-08-07T21:59:03-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T22:30:09-05:00,21.8303,55.8465,,,,89.55,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T22:30:12-05:00,,,,,,,,,,,,,,,,,,,,"40:b0:76:af:27:20,-40;40:b0:76:af:1c:88,-44;56:13:79:21:af:c7,-61;d4:5d:64:ea:85:20,-65;6a:02:34:ad:68:18,-71",,S6A3BF4GS1A,,,
2025-08-07T22:30:15-05:00,,,,-44,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T22:59:03-05:00,,,3.5409,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T23:30:09-05:00,21.6728,53.8735,,,,12.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T23:30:15-05:00,,,,-47,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-07T23:59:04-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T00:30:10-05:00,21.5473,53.9544,,,,12,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T00:30:15-05:00,,,,-65,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T00:59:03-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T01:30:10-05:00,21.4778,53.2174,,,,1.8,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T01:30:17-05:00,,,,-61,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T01:59:04-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T02:30:10-05:00,21.3924,52.6055,,,,1.8,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T02:30:13-05:00,,,,-62,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T02:59:04-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T03:30:11-05:00,21.323,52.1645,,,,1.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T03:30:14-05:00,,,,-61,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T03:59:04-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T04:30:11-05:00,21.1974,50.7881,,,,1.8,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T04:30:18-05:00,,,,-66,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T04:59:04-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T05:30:11-05:00,21.3096,63.5782,,,,11.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T05:30:17-05:00,,,,-61,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T05:59:05-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T06:30:11-05:00,21.4218,63.1342,,,,12,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T06:30:14-05:00,,,,-45,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T06:59:06-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T07:30:11-05:00,21.6033,61.9211,,,,90.75,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T07:30:15-05:00,,,,-48,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T07:59:06-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T08:30:11-05:00,21.7609,61.9287,,,,88.2,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T08:30:15-05:00,,,,-55,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T08:59:06-05:00,,,3.5409,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T09:30:12-05:00,21.8997,61.857,,,,88.8,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T09:30:27-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-08-08T09:59:06-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T10:30:12-05:00,21.9558,62.4109,,,,89.25,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T10:30:30-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2025-08-08T10:59:07-05:00,,,3.5409,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T11:30:12-05:00,22.2362,63.0472,,,,88.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T11:30:15-05:00,,,,,,,,,,,,,,,,,,,,"40:b0:76:af:27:20,-37;40:b0:76:af:1c:88,-53;56:13:79:21:af:c7,-57;d4:5d:64:ea:85:20,-59;04:d4:c4:36:aa:58,-77",,S6A3BF4GS1A,,,
2025-08-08T11:30:17-05:00,,,,-52,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T11:59:07-05:00,,,3.5409,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T12:30:13-05:00,22.4231,61.9791,,,,89.1,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T12:30:19-05:00,,,,-74,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T12:59:08-05:00,,,3.5409,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T13:30:13-05:00,22.4231,59.2645,,,,88.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T13:30:16-05:00,,,,-55,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2025-08-08T13:59:08-05:00,,,3.5446,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
