created_at,"field1(Temperatura ºC )",field2(Humedad),field3(Voltage),"field4(WIFI RSSI)",field5,field6,field7,field8,field9,field10,field11,field12,field13,field14,field15,status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-03-20T00:00:17-05:00,,,3.7999,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T00:03:58-05:00,21.6995,64.9241,,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T00:04:03-05:00,,,,-51,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T01:00:17-05:00,,,3.7999,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T01:03:58-05:00,21.9692,53.7774,,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T01:04:03-05:00,,,,-49,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T02:00:17-05:00,,,3.8036,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T02:03:58-05:00,21.3764,52.1614,,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T02:04:01-05:00,,,,-46,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T03:00:17-05:00,,,3.8036,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T03:03:58-05:00,21.4057,58.5824,,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T03:04:01-05:00,,,,-49,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T04:00:17-05:00,,,3.8036,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T04:03:58-05:00,21.3203,56.669,,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T04:04:02-05:00,,,,-51,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T05:00:17-05:00,,,3.8036,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T05:03:57-05:00,21.4057,62.2324,,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T05:04:02-05:00,,,,-49,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T06:00:18-05:00,,,3.7999,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T06:03:58-05:00,21.6434,61.4038,,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T06:04:02-05:00,,,,-46,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T07:00:18-05:00,,,3.7999,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T07:03:59-05:00,21.2375,58.5321,,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T07:04:02-05:00,,,,-50,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T08:00:18-05:00,,,3.7999,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T08:03:59-05:00,22.0386,73.3867,,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T08:04:03-05:00,,,,-58,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T09:00:18-05:00,,,3.7962,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T09:03:59-05:00,22.2229,74.1283,,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T09:04:02-05:00,,,,-48,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T10:00:18-05:00,,,3.7962,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T10:03:59-05:00,22.1801,74.9172,,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T10:04:02-05:00,,,,-59,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T11:00:18-05:00,,,3.7962,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T11:03:59-05:00,22.1935,74.0505,,,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
2025-03-20T11:04:07-05:00,,,,-57,,,,,,,,,,,,,,,,,,C4GX2A9GS1A,,,
