created_at,"field1(Temperatura ºC )",field2(Humedad),field3(Voltage),"field4(WIFI RSSI)","field5(GSM RSSI)",field6(Light),"field7(RS485 Temperature ºC )","field8(RS485 Humidity)","field9(Presión atmosférica)","field10(RS485 Soil Moisture)","field11(External Light)","field12(PT100 Temperature ºC )","field13(Wind Speed)","field14(Carbon Dioxide)","field15(RS485 Atmospheric Pressure)",status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-03-31T03:27:33-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T04:27:29-05:00,19.6033,53.2738,3.8406,,,6.45,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T04:27:34-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T04:27:35-05:00,,,,-54,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T04:27:47-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-03-31T04:27:48-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,-1,,
2025-03-31T05:27:30-05:00,19.7742,52.0653,3.8406,,,309.45,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T05:27:34-05:00,,,,-50,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T06:27:30-05:00,20.0572,49.6468,3.8406,,,314.1,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T06:27:34-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T06:27:36-05:00,,,,-74,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T07:27:31-05:00,20.2548,52.3613,3.8406,,,304.95,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T07:27:35-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T07:27:46-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-03-31T07:27:47-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-03-31T08:27:30-05:00,20.3803,51.2001,3.8406,,,48,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T08:27:35-05:00,,,,,,,,,102,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T08:27:48-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-03-31T08:27:49-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-03-31T09:27:30-05:00,20.1827,51.1025,3.8406,,,70.8,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T09:27:35-05:00,,,,,,,,,102,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T09:27:48-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-03-31T09:27:49-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-03-31T10:27:30-05:00,20.7061,54.0459,3.8406,,,126.45,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T10:27:33-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-45;d4:5d:64:ea:85:20,-73;58:9b:f9:58:cd:50,-74;98:35:ed:1e:e6:6d,-74;98:35:ed:8b:a7:92,-81",,X8A835VGS1A,,,
2025-03-31T10:27:35-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T10:27:42-05:00,,,,-44,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T11:27:30-05:00,21.2989,53.254,3.8369,,,132.6,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T11:27:32-05:00,,,,-48,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T11:27:35-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T12:27:31-05:00,21.6514,53.6477,3.8406,,,159.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T12:27:35-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T12:27:46-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-03-31T13:27:30-05:00,21.7529,51.3008,3.8369,,,102,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T13:27:33-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-46;40:b0:76:af:1c:68,-71;58:9b:f9:58:cd:50,-74;98:35:ed:1e:e6:6d,-76;4c:ed:fb:7a:89:00,-77",,X8A835VGS1A,,,
2025-03-31T13:27:34-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T13:27:35-05:00,,,,-49,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T14:27:30-05:00,21.7796,53.9498,3.8406,,,73.05,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T14:27:35-05:00,,,,-70,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T15:27:30-05:00,21.9638,52.3903,3.8369,,,49.5,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T15:27:34-05:00,,,,,,,,,101.5,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T15:27:36-05:00,,,,-66,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T16:27:30-05:00,21.8517,53.6675,3.8369,,,54,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T16:27:35-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T16:27:46-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-03-31T17:27:30-05:00,21.8917,53.1624,3.8369,,,285,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T17:27:35-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T17:27:48-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-03-31T17:27:49-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-03-31T18:27:30-05:00,21.622,51.8074,3.8369,,,268.35,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T18:27:33-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-53;40:b0:76:af:1c:68,-73;4c:ed:fb:7a:89:00,-74;d4:5d:64:ea:85:20,-74;32:28:26:8e:d7:8c,-76",,X8A835VGS1A,,,
2025-03-31T18:27:35-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T18:27:36-05:00,,,,-52,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T19:27:30-05:00,21.809,52.0821,3.8369,,,284.1,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T19:27:35-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T19:27:37-05:00,,,,-55,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T20:27:30-05:00,21.4965,51.0338,3.8369,,,290.55,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T20:27:33-05:00,,,,-49,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T20:27:34-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T21:27:30-05:00,21.3977,51.2993,3.8369,,,277.95,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T21:27:34-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T21:27:37-05:00,,,,-71,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T22:27:30-05:00,21.1574,50.164,3.8369,,,275.4,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T22:27:34-05:00,,,,-54,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T22:27:35-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T23:27:30-05:00,22.6554,60.9995,3.8369,,,280.05,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T23:27:34-05:00,,,,-50,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-03-31T23:27:35-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T00:27:30-05:00,23.8277,59.6811,3.8369,,,289.95,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T00:27:33-05:00,,,,-48,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T00:27:34-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T01:27:30-05:00,24.2229,57.8363,3.8369,,,286.5,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T01:27:35-05:00,,,,-67,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T02:27:30-05:00,24.0414,56.9024,3.8369,,,289.65,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T02:27:35-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T02:27:37-05:00,,,,-66,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T03:27:31-05:00,24.0681,56.849,3.8369,,,288.45,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T03:27:34-05:00,,,,-52,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T03:27:35-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T04:27:31-05:00,24.1108,56.202,3.8332,,,290.55,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T04:27:36-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T04:27:38-05:00,,,,-70,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T05:27:32-05:00,24.1802,56.2585,3.8369,,,288.15,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T05:27:36-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T05:27:47-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-04-01T05:27:48-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-04-01T06:27:32-05:00,24.3217,56.9131,3.8332,,,286.2,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T06:27:34-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-55;98:35:ed:1e:e6:6d,-71;58:9b:f9:58:cd:50,-73;40:b0:76:af:1c:68,-73;d4:5d:64:ea:85:20,-73",,X8A835VGS1A,,,
2025-04-01T06:27:36-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T06:27:49-05:00,,,,-71,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T07:27:33-05:00,23.6728,47.8767,3.8369,,,280.5,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T07:27:37-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T07:27:45-05:00,,,,-77,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T08:27:34-05:00,22.9091,47.2206,3.8369,,,45,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T08:27:38-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T08:27:44-05:00,,,,-53,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T09:27:35-05:00,22.2015,50.6188,3.8369,,,126.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T09:27:39-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T09:27:41-05:00,,,,-69,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T10:27:36-05:00,22.5006,52.755,3.8332,,,220.8,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T10:27:40-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T10:27:51-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-04-01T10:27:52-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-04-01T11:27:36-05:00,22.7543,50.3151,3.8332,,,144.15,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T11:27:41-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T11:27:54-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-04-01T11:27:55-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-04-01T12:27:37-05:00,22.8824,52.5856,3.8332,,,103.35,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T12:27:39-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-46;98:35:ed:1e:e6:6d,-70;d4:5d:64:ea:85:20,-74;40:b0:76:af:1c:68,-77;9c:69:65:30:18:d1,-79",,X8A835VGS1A,,,
2025-04-01T12:27:41-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T12:27:47-05:00,,,,-51,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T13:27:37-05:00,22.7382,51.3237,3.8369,,,91.35,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T13:27:40-05:00,,,,-50,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T13:27:42-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T14:27:38-05:00,22.4445,52.0287,3.8332,,,104.1,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T14:27:42-05:00,,,,,,,,,101.5,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T14:27:43-05:00,,,,-51,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T15:27:39-05:00,22.6982,53.286,3.8332,,,335.1,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T15:27:43-05:00,,,,,,,,,101.4,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T15:27:44-05:00,,,,-70,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T16:27:39-05:00,22.7249,49.6971,3.8332,,,314.85,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T16:27:44-05:00,,,,,,,,,101.4,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T16:27:49-05:00,,,,-84,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T16:28:02-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-04-01T16:28:03-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,-1,,
2025-04-01T17:27:39-05:00,22.8531,51.8395,3.8332,,,298.8,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T17:27:43-05:00,,,,,,,,,101.5,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T17:27:44-05:00,,,,-75,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T18:27:40-05:00,22.2896,50.9621,3.8332,,,279,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T18:27:44-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T18:27:45-05:00,,,,-75,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T19:27:41-05:00,22.4018,52.4773,3.8332,,,273.75,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T19:27:45-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T19:27:46-05:00,,,,-76,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T20:27:41-05:00,22.0466,50.7683,3.8295,,,273.9,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T20:27:46-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T20:27:53-05:00,,,,-70,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T21:27:41-05:00,21.9905,50.0237,3.8332,,,280.05,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T21:27:45-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T21:27:56-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-04-01T22:27:41-05:00,22.1321,48.3345,3.8332,,,294.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T22:27:43-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-56;d4:5d:64:ea:85:20,-69;4c:ed:fb:7a:89:00,-74;58:9b:f9:58:cd:50,-75;40:b0:76:af:1c:68,-75",,X8A835VGS1A,,,
2025-04-01T22:27:45-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T22:27:56-05:00,,,,-72,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T23:27:41-05:00,21.6087,48.9891,3.8295,,,274.65,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-01T23:27:46-05:00,,,,-73,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T00:27:41-05:00,21.6941,49.1844,3.8295,,,275.85,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T00:27:45-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T00:27:48-05:00,,,,-68,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T01:27:41-05:00,21.4965,49.0715,3.8295,,,279.9,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T01:27:46-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T01:27:57-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-04-02T01:27:59-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-04-02T02:27:41-05:00,21.1574,48.632,3.8332,,,277.2,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T02:27:44-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-52;d4:5d:64:ea:85:20,-68;40:b0:76:af:1c:68,-71;58:9b:f9:58:cd:50,-73;4c:ed:fb:7a:89:00,-73",,X8A835VGS1A,,,
2025-04-02T02:27:46-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T02:27:50-05:00,,,,-55,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T03:27:41-05:00,20.9037,48.6961,3.8295,,,279.15,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T03:27:44-05:00,,,,-52,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T03:27:45-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T04:27:41-05:00,21.0426,48.1636,3.8295,,,280.95,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T04:27:45-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T04:27:57-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-04-02T05:27:41-05:00,20.8183,48.1682,3.8295,,,281.7,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T05:27:44-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-53;40:b0:76:af:1c:68,-70;04:d4:c4:36:9e:78,-70;98:35:ed:1e:e6:6d,-74;40:b0:76:af:20:00,-82",,X8A835VGS1A,,,
2025-04-02T05:27:45-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T05:27:51-05:00,,,,-55,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T06:27:42-05:00,20.8049,48.8914,3.8332,,,323.1,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T06:27:46-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T06:27:57-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-04-02T07:27:42-05:00,21.0159,50.6691,3.8295,,,382.35,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T07:27:44-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-54;40:b0:76:af:1c:68,-67;98:35:ed:1e:e6:6d,-67;58:9b:f9:58:cd:50,-71;58:9b:f7:72:3a:00,-85",,X8A835VGS1A,,,
2025-04-02T07:27:46-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T07:27:48-05:00,,,,-55,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T08:27:43-05:00,21.5953,51.0109,3.8295,,,109.65,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T08:27:46-05:00,,,,-60,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T08:27:47-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T08:27:56-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,503,,
2025-04-02T08:27:57-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-04-02T09:27:42-05:00,21.2722,54.8241,3.8295,,,124.05,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T09:27:47-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T09:27:48-05:00,,,,-51,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T09:28:02-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,503,,
2025-04-02T09:28:03-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-04-02T10:27:42-05:00,21.3977,53.4829,3.8295,,,129.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T10:27:45-05:00,,,,-48,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T10:27:46-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T10:27:55-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-04-02T11:27:42-05:00,21.7369,52.1614,3.8295,,,130.8,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T11:27:47-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T11:27:58-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-04-02T12:27:42-05:00,21.7956,54.8608,3.8295,,,169.35,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T12:27:45-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-63;4c:ed:fb:7a:89:00,-69;d4:5d:64:ea:85:20,-72;40:b0:76:af:1c:68,-73;58:9b:f9:58:cd:50,-75",,X8A835VGS1A,,,
2025-04-02T12:27:47-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T12:27:48-05:00,,,,-52,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T13:27:42-05:00,21.6781,54.0047,3.8295,,,100.05,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T13:27:45-05:00,,,,-73,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T13:27:46-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T14:27:42-05:00,21.4271,54.7112,3.8295,,,105,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T14:27:47-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T14:27:48-05:00,,,,-72,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T15:27:42-05:00,21.4271,54.1466,3.8295,,,67.65,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T15:27:47-05:00,,,,-68,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T16:27:42-05:00,21.4965,53.6675,3.8295,,,46.2,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T16:27:47-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T16:27:58-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-04-02T17:27:42-05:00,21.566,51.7861,3.8295,,,70.8,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T17:27:47-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T17:27:48-05:00,,,,-55,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T17:28:02-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-04-02T18:27:42-05:00,21.4111,51.7952,3.8295,,,352.8,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T18:27:46-05:00,,,,-52,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T18:27:47-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T18:27:56-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-04-02T19:27:43-05:00,21.7662,51.0979,3.8295,,,340.5,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T19:27:47-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T19:27:58-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-04-02T19:27:59-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-04-02T20:27:42-05:00,21.3417,50.7286,3.8258,,,345.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T20:27:45-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-51;40:b0:76:af:1c:68,-67;d4:5d:64:ea:85:20,-71;d4:5d:64:ea:94:c0,-78;92:ec:d2:3c:52:4e,-82",,X8A835VGS1A,,,
2025-04-02T20:27:46-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T20:27:57-05:00,,,,-69,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T21:27:42-05:00,21.4111,49.2546,3.8295,,,353.7,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-04-02T21:27:46-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
