created_at,"field1(Temperatura ºC )",field2(Humedad),field3(Voltage),"field4(WIFI RSSI)",field5,field6,field7,field8,field9,field10,field11,field12,field13,field14,field15,status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-03-20T00:11:08-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T00:49:46-05:00,21.9318,69.2256,,,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T01:11:08-05:00,,,3.7148,,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T01:49:46-05:00,21.9318,68.9189,,,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T01:49:51-05:00,,,,-34,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T02:11:08-05:00,,,3.7111,,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T02:49:46-05:00,21.9158,68.1132,,,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T03:11:08-05:00,,,3.7111,,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T03:49:47-05:00,21.9158,67.3121,,,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T03:49:51-05:00,,,,-34,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T04:11:08-05:00,,,3.7111,,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T04:49:47-05:00,21.8597,65.391,,,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T05:11:08-05:00,,,3.7111,,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T05:49:47-05:00,21.8597,66.2455,,,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T05:49:52-05:00,,,,-40,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T06:11:08-05:00,,,3.7111,,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T06:49:47-05:00,21.8463,66.8238,,,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T06:49:51-05:00,,,,-39,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
2025-03-20T07:11:08-05:00,,,3.7111,,,,,,,,,,,,,,,,,,,M95KA89GS1A,,,
